player,team,agents,rounds_played,rating,acs,adr,kpr,apr,fkpr,fdpr,kills,deaths,assists,first_kills,first_deaths,hs_pct,clutch_success_pct,clutches_won_played,max_kills_map,tournament,stage,match_type,map,game_id,match_id,kdr,kad,fk_fd_diff,hs_rate,clutch_rate
HopesteRR,Pulsar Esport,killjoy,86,1.04,209.0,134.0,0.8,0.14,0.07,0.12,69,55,12,6,10,23.0,31.0,4/13,29,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.2545454545454546,1.4727272727272729,-4,0.23,0.3076923076923077
Hqrdest,Bonsoir,"reyna, sova",128,0.95,181.0,114.0,0.62,0.27,0.09,0.06,79,85,35,11,8,24.0,7.0,1/14,15,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.9294117647058824,1.3411764705882352,3,0.24,0.0714285714285714
Hroch,Parek v rohliku,skye,31,0.57,187.0,114.0,0.58,0.1,0.0,0.03,18,30,3,0,1,23.0,20.0,1/5,11,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6,0.7,-1,0.23,0.2
HunteR,Esport Empire,"breach, brimstone",42,0.7,163.0,95.0,0.57,0.21,0.02,0.14,24,35,9,1,6,14.0,0.0,0/2,13,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6857142857142857,0.9428571428571428,-5,0.14,0.0
Hyogaaaa,MIX2PLOUCS,"jett, reyna",32,0.55,136.0,92.0,0.44,0.16,0.06,0.16,14,29,5,2,5,15.0,25.0,1/4,8,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.4827586206896552,0.6551724137931034,-3,0.15,0.25
INFINITY,Playing Aliens,"astra, omen",61,1.17,245.0,152.0,0.87,0.38,0.16,0.07,53,44,23,10,4,24.0,20.0,2/10,24,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.2045454545454546,1.7272727272727273,6,0.24,0.2
ItMakesSens,UFO,jett,42,0.73,206.0,132.0,0.71,0.14,0.21,0.19,30,38,6,9,8,18.0,0.0,0/4,16,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.7894736842105263,0.9473684210526316,1,0.18,0.0
Iuke,Machine Soldiers,"raze, sova",56,0.57,137.0,92.0,0.43,0.16,0.02,0.16,24,45,9,1,9,18.0,38.0,3/8,10,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.5333333333333333,0.7333333333333333,-8,0.18,0.375
JAYSTER,Vertical Seven Esports,"sage, skye",88,0.87,150.0,93.0,0.56,0.19,0.05,0.08,49,61,17,4,7,14.0,42.0,5/12,24,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.8032786885245902,1.0819672131147542,-3,0.14,0.4166666666666667
JESMUND,Team Vitality,"cypher, killjoy, viper",178,0.88,169.0,114.0,0.57,0.31,0.04,0.13,102,125,55,8,24,23.0,17.0,2/12,22,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.816,1.256,-16,0.23,0.1666666666666666
JUSTCATE,Parek v rohliku,astra,31,0.46,143.0,90.0,0.45,0.26,0.0,0.13,14,30,8,0,4,15.0,14.0,1/7,8,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.4666666666666667,0.7333333333333333,-4,0.15,0.1428571428571428
Jalster,Team Collusion,"cypher, raze",61,0.84,170.0,115.0,0.61,0.2,0.03,0.03,37,40,12,2,2,18.0,0.0,0/6,13,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.925,1.225,0,0.18,0.0
Jaqke,Xiron Gamers,cypher,31,0.6,102.0,70.0,0.39,0.1,0.03,0.06,12,26,3,1,2,30.0,14.0,1/7,7,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.4615384615384615,0.5769230769230769,-1,0.3,0.1428571428571428
Jarza,bb kaverit,"sage, viper",68,0.97,204.0,127.0,0.71,0.19,0.09,0.07,48,50,13,6,5,30.0,0.0,0/5,19,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.96,1.22,1,0.3,0.0
Jaysk,Dark Tigers,"breach, sage, viper",57,0.51,123.0,85.0,0.35,0.25,0.05,0.07,20,46,14,3,4,15.0,0.0,0/7,12,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.4347826086956521,0.7391304347826086,-1,0.15,0.0
JohnnyVelele,Follow My Drone,astra,39,0.75,162.0,128.0,0.51,0.23,0.05,0.15,20,32,9,2,6,25.0,50.0,1/2,10,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.625,0.90625,-4,0.25,0.5
Josef2,Vieux Touristes,"astra, viper",26,0.2,76.0,55.0,0.19,0.19,0.0,0.12,5,25,5,0,3,10.0,0.0,0/6,3,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.2,0.4,-3,0.1,0.0
Jutzu,Head Hunter's,skye,34,0.83,238.0,147.0,0.82,0.24,0.21,0.06,28,31,8,7,2,26.0,0.0,0/4,20,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.9032258064516128,1.1612903225806452,5,0.26,0.0
Juunki,Striking Vipers,skye,31,0.37,126.0,79.0,0.39,0.06,0.06,0.19,12,30,2,2,6,19.0,0.0,0/6,6,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.4,0.4666666666666667,-4,0.19,0.0
KARMA,Amazing,"breach, skye",55,0.73,174.0,101.0,0.67,0.09,0.13,0.16,37,43,5,7,9,35.0,0.0,0/8,21,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.8604651162790697,0.9767441860465116,-2,0.35,0.0
KOBYLOVE,NowyTowiec,"killjoy, sage",38,0.44,134.0,88.0,0.45,0.13,0.05,0.16,17,33,5,2,6,23.0,0.0,0/5,10,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.5151515151515151,0.6666666666666666,-4,0.23,0.0
KYZZZZZZZZER,FOXA NSV,"astra, sage, skye",61,0.92,178.0,115.0,0.66,0.26,0.03,0.03,40,44,16,2,2,19.0,17.0,1/6,16,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.9090909090909092,1.2727272727272727,0,0.19,0.1666666666666666
Kaalz,Vacuumers,"jett, raze, sage",184,1.13,213.0,126.0,0.77,0.16,0.12,0.16,141,113,29,22,30,20.0,17.0,1/6,20,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.247787610619469,1.5044247787610618,-8,0.2,0.1666666666666666
Kabbz,SLAYER,"breach, skye",33,0.5,142.0,85.0,0.42,0.15,0.03,0.06,14,32,5,1,2,17.0,0.0,0/7,7,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.4375,0.59375,-1,0.17,0.0
KadiRias,Voltex,"breach, skye, sova, viper",103,0.83,188.0,125.0,0.64,0.38,0.05,0.08,66,78,39,5,8,20.0,13.0,3/24,19,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.8461538461538461,1.3461538461538465,-3,0.2,0.125
Kage,Samurais in Business Suits,breach,61,0.71,165.0,109.0,0.61,0.2,0.07,0.13,37,50,12,4,8,18.0,20.0,2/10,18,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.74,0.98,-4,0.18,0.2
Kayn,ShifterPro,"phoenix, reyna, skye",83,0.92,230.0,148.0,0.82,0.27,0.22,0.13,68,69,22,18,11,28.0,25.0,2/8,30,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.9855072463768116,1.3043478260869563,7,0.28,0.25
KeRo,WakaWaka,sova,85,1.1,229.0,153.0,0.76,0.42,0.09,0.05,65,57,36,8,4,19.0,19.0,3/16,18,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.1403508771929824,1.7719298245614037,4,0.19,0.1875
Kevyt,MallunRed,"cypher, killjoy, skye",97,0.98,236.0,156.0,0.8,0.28,0.16,0.11,78,77,27,16,11,29.0,7.0,1/14,18,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.0129870129870129,1.3636363636363635,5,0.29,0.0714285714285714
Keyrec,Aesir Esports,"brimstone, omen",38,0.97,211.0,124.0,0.76,0.11,0.11,0.13,29,27,4,4,5,32.0,27.0,3/11,21,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.0740740740740742,1.2222222222222223,-1,0.32,0.2727272727272727
Kim,Project X,"astra, viper",62,1.05,212.0,134.0,0.73,0.32,0.08,0.08,45,45,20,5,5,17.0,14.0,2/14,17,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.0,1.4444444444444444,0,0.17,0.1428571428571428
Kira,Prestigious Women,jett,32,0.69,152.0,117.0,0.53,0.09,0.06,0.13,17,27,3,2,4,18.0,0.0,0/5,14,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6296296296296297,0.7407407407407407,-2,0.18,0.0
KlanCS,Ingenuity,"phoenix, skye",39,0.48,116.0,68.0,0.36,0.21,0.0,0.18,14,34,8,0,7,15.0,0.0,0/2,9,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.4117647058823529,0.6470588235294118,-7,0.15,0.0
Koromon,Machine Soldiers,"killjoy, omen, viper",56,0.72,148.0,92.0,0.46,0.16,0.02,0.09,26,40,9,1,5,16.0,25.0,2/8,11,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.65,0.875,-4,0.16,0.25
Krama,IPL E-SPORT,"omen, reyna",43,0.87,200.0,133.0,0.7,0.09,0.09,0.09,30,35,4,4,4,25.0,0.0,0/9,22,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.8571428571428571,0.9714285714285714,0,0.25,0.0
Kyzzzzz,Grow uP eSports,killjoy,32,0.54,146.0,94.0,0.41,0.13,0.09,0.16,13,32,4,3,5,16.0,14.0,1/7,9,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.40625,0.53125,-2,0.16,0.1428571428571428
Kyûrama,need girlfriend,"raze, sage, skye, sova",225,0.84,194.0,122.0,0.64,0.24,0.1,0.11,145,181,55,22,24,26.0,21.0,3/14,22,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.8011049723756906,1.1049723756906078,-2,0.26,0.2142857142857142
L3N0ST,mode:,"cypher, reyna",34,0.62,152.0,111.0,0.5,0.15,0.12,0.09,17,29,5,4,3,27.0,0.0,0/3,14,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.5862068965517241,0.7586206896551724,1,0.27,0.0
LDP,Judge Rush,"omen, sage, viper",125,0.93,190.0,125.0,0.66,0.38,0.06,0.11,82,93,48,7,14,17.0,0.0,0/9,17,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.8817204301075269,1.3978494623655917,-7,0.17,0.0
Laur,monkes,"jett, killjoy",27,0.29,104.0,73.0,0.3,0.11,0.11,0.26,8,27,3,3,7,21.0,0.0,0/2,5,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.2962962962962963,0.4074074074074074,-4,0.21,0.0
Law G,MDS Factory,sova,73,0.74,166.0,127.0,0.51,0.3,0.08,0.04,37,59,22,6,3,26.0,0.0,0/12,15,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6271186440677966,1.0,3,0.26,0.0
Leiway,Rapture Esports,"breach, skye, sova",60,0.61,164.0,100.0,0.55,0.25,0.13,0.17,33,54,15,8,10,26.0,0.0,0/5,14,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6111111111111112,0.8888888888888888,-2,0.26,0.0
Levan,NoPracc,"jett, phoenix",77,1.05,213.0,124.0,0.75,0.21,0.1,0.13,58,54,16,8,10,21.0,0.0,0/9,20,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.0740740740740742,1.3703703703703705,-2,0.21,0.0
Lewy,dATHITANS,sova,42,0.93,172.0,114.0,0.52,0.31,0.1,0.17,22,28,13,4,7,21.0,20.0,1/5,12,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.7857142857142857,1.25,-3,0.21,0.2
LiNN,Last Chance,"omen, sage, sova",94,1.19,207.0,135.0,0.72,0.31,0.01,0.03,68,60,29,1,3,23.0,7.0,1/14,21,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.1333333333333333,1.6166666666666667,-2,0.23,0.0714285714285714
Lil Fudge,Follow My Drone,"cypher, killjoy",39,0.61,144.0,88.0,0.46,0.13,0.13,0.1,18,34,5,5,4,24.0,0.0,0/6,10,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.5294117647058824,0.6764705882352942,1,0.24,0.0
Linky,SLAYER,"omen, sage",33,0.6,153.0,84.0,0.58,0.12,0.12,0.21,19,29,4,4,7,33.0,0.0,0/8,10,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6551724137931034,0.7931034482758621,-3,0.33,0.0
LjR,catJAM,"jett, reyna",37,0.59,151.0,106.0,0.46,0.19,0.11,0.03,17,33,7,4,1,25.0,0.0,0/2,10,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.5151515151515151,0.7272727272727273,3,0.25,0.0
Llama,Voltex,"cypher, sage",103,0.62,168.0,114.0,0.63,0.15,0.06,0.1,65,85,15,6,10,17.0,0.0,0/8,19,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.7647058823529411,0.9411764705882352,-4,0.17,0.0
Lomobuu,NoPracc,"omen, viper",77,0.83,170.0,105.0,0.6,0.29,0.05,0.04,46,54,22,4,3,14.0,0.0,0/10,22,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.8518518518518519,1.2592592592592593,1,0.14,0.0
Loohwis,Follow My Drone,sova,39,1.05,240.0,157.0,0.79,0.28,0.08,0.05,31,32,11,3,2,20.0,8.0,1/13,20,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.96875,1.3125,1,0.2,0.0769230769230769
LootyBoot,Xiron Gamers,sova,31,0.57,116.0,74.0,0.39,0.1,0.0,0.06,12,28,3,0,2,18.0,0.0,0/13,7,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.4285714285714285,0.5357142857142857,-2,0.18,0.0
Loupiote,Prestigious Women,astra,32,0.42,160.0,94.0,0.56,0.09,0.06,0.16,18,32,3,2,5,29.0,0.0,0/2,13,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.5625,0.65625,-3,0.29,0.0
Lyphnix,Full Flashed,jett,70,1.33,293.0,184.0,0.9,0.46,0.31,0.17,63,50,32,22,12,15.0,0.0,0/8,24,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.26,1.9,10,0.15,0.0
MALLE,Immortal Rogues,"raze, sage",28,0.42,122.0,82.0,0.32,0.07,0.11,0.21,9,27,2,3,6,19.0,0.0,0/3,7,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.3333333333333333,0.4074074074074074,-3,0.19,0.0
MELON,SPEDS,"jett, skye",35,0.57,135.0,88.0,0.43,0.14,0.03,0.14,15,33,5,1,5,13.0,0.0,0/1,8,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.4545454545454545,0.6060606060606061,-4,0.13,0.0
MP,Full Flashed,"cypher, skye",70,1.02,215.0,140.0,0.76,0.3,0.06,0.13,53,51,21,4,9,18.0,13.0,1/8,22,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.03921568627451,1.4509803921568627,-5,0.18,0.125
Mabel,SLAYER,jett,33,0.64,181.0,111.0,0.61,0.15,0.15,0.15,20,29,5,5,5,30.0,0.0,0/5,12,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6896551724137931,0.8620689655172413,0,0.3,0.0
MajorKoenik,Playing Aliens,"breach, raze",30,1.3,194.0,106.0,0.73,0.23,0.07,0.0,22,11,7,2,0,16.0,0.0,0/1,14,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,2.0,2.636363636363636,2,0.16,0.0
Malxfic,Storm7,omen,19,0.88,217.0,125.0,0.74,0.21,0.05,0.11,14,14,4,1,2,26.0,0.0,0/1,14,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.0,1.2857142857142858,-1,0.26,0.0
Mandeep,M4LIK,"skye, sova",63,1.2,150.0,92.0,0.57,0.17,0.02,0.05,36,22,11,1,3,24.0,0.0,0/2,14,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.6363636363636365,2.136363636363636,-2,0.24,0.0
Mania,Sabre,"cypher, killjoy",47,0.74,122.0,82.0,0.45,0.06,0.04,0.02,21,31,3,2,1,15.0,20.0,1/5,16,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6774193548387096,0.7741935483870968,1,0.15,0.2
Maxalibur,MDS Factory,"jett, reyna",73,0.77,168.0,104.0,0.59,0.16,0.1,0.12,43,58,12,7,9,26.0,0.0,0/5,17,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.7413793103448276,0.9482758620689656,-2,0.26,0.0
Maza,Machine Soldiers,jett,56,0.89,228.0,143.0,0.86,0.02,0.14,0.16,48,47,1,8,9,39.0,0.0,0/8,27,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.0212765957446808,1.0425531914893618,-1,0.39,0.0
McDonnell,ENTS,viper,26,0.32,102.0,50.0,0.35,0.04,0.0,0.15,9,26,1,0,4,13.0,0.0,0/7,6,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.3461538461538461,0.3846153846153846,-4,0.13,0.0
Mickalow,Koudkouto,breach,22,0.9,157.0,100.0,0.55,0.36,0.0,0.09,12,14,8,0,2,26.0,0.0,0/3,12,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.8571428571428571,1.4285714285714286,-2,0.26,0.0
Miikasd,Movistar Riders,"sage, sova",179,1.08,202.0,124.0,0.69,0.43,0.08,0.1,123,114,77,14,18,20.0,20.0,3/15,21,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.0789473684210529,1.7543859649122806,-4,0.2,0.2
MikaEl,NEBULAA,"breach, sova",138,0.72,133.0,88.0,0.45,0.28,0.05,0.05,62,98,38,7,7,20.0,25.0,3/12,14,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6326530612244898,1.020408163265306,0,0.2,0.25
Miles,"Sissi State Punks, Somalia","jett, sage, sova",36,0.59,156.0,106.0,0.5,0.17,0.03,0.19,18,33,6,1,7,19.0,0.0,0/8,10,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.5454545454545454,0.7272727272727273,-6,0.19,0.0
Minato Hokage,Sentry Esports,sova,39,0.66,132.0,76.0,0.46,0.31,0.0,0.05,18,29,12,0,2,20.0,0.0,0/5,10,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6206896551724138,1.0344827586206895,-2,0.2,0.0
Mithrandir,ENTS,cypher,26,0.24,112.0,63.0,0.38,0.04,0.04,0.12,10,26,1,1,3,12.0,0.0,0/6,5,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.3846153846153846,0.4230769230769231,-2,0.12,0.0
Morphiw0w,Lucky Boys,"breach, cypher, raze, reyna",179,1.08,236.0,156.0,0.84,0.2,0.13,0.11,151,124,36,24,20,22.0,14.0,2/14,29,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.217741935483871,1.5080645161290325,4,0.22,0.1428571428571428
Morthe,UnderDogs Gaming,"jett, raze",55,1.09,250.0,159.0,0.91,0.05,0.24,0.22,50,42,3,13,12,23.0,29.0,2/7,31,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.1904761904761905,1.261904761904762,1,0.23,0.2857142857142857
Mouu,HIGHFIVE,"raze, reyna",29,0.29,98.0,68.0,0.34,0.0,0.07,0.24,10,27,0,2,7,36.0,0.0,0/3,6,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.3703703703703703,0.3703703703703703,-5,0.36,0.0
MrsMaryJane,Immortal Rogues,reyna,28,0.24,76.0,51.0,0.21,0.11,0.0,0.07,6,28,3,0,2,19.0,0.0,0/4,3,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.2142857142857142,0.3214285714285714,-2,0.19,0.0
NKLS,Somalia,"cypher, jett",46,0.75,180.0,119.0,0.65,0.04,0.09,0.17,30,35,2,4,8,29.0,0.0,0/4,20,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.8571428571428571,0.9142857142857144,-4,0.29,0.0
NamelessV,Koudkouto,reyna,22,0.83,186.0,99.0,0.68,0.14,0.09,0.18,15,15,3,2,4,17.0,0.0,0/2,15,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.0,1.2,-2,0.17,0.0
Naschzz,Budget Aimers,jett,65,1.34,307.0,176.0,1.12,0.15,0.22,0.18,73,46,10,14,12,23.0,17.0,1/6,35,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.5869565217391304,1.8043478260869563,2,0.23,0.1666666666666666
NastyShot,Kupalboys,"astra, raze, sova",71,0.73,120.0,83.0,0.38,0.25,0.06,0.17,27,50,18,4,12,17.0,25.0,2/8,12,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.54,0.9,-8,0.17,0.25
NePhii,Immortal Rogues,"breach, sage",28,0.27,114.0,71.0,0.36,0.0,0.11,0.14,10,28,0,3,4,23.0,0.0,0/2,6,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.3571428571428571,0.3571428571428571,-1,0.23,0.0
Neit,dATHITANS,killjoy,42,0.76,156.0,108.0,0.52,0.12,0.02,0.07,22,33,5,1,3,22.0,0.0,0/3,13,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6666666666666666,0.8181818181818182,-2,0.22,0.0
Nekznition,ShadowzGG,"killjoy, viper",85,0.71,163.0,120.0,0.51,0.19,0.04,0.12,43,66,16,3,10,19.0,12.0,2/17,22,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6515151515151515,0.8939393939393939,-7,0.19,0.1176470588235294
Nelo,ShifterPro,"killjoy, sage",61,0.75,156.0,104.0,0.59,0.11,0.08,0.03,36,45,7,5,2,32.0,15.0,2/13,18,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.8,0.9555555555555556,3,0.32,0.1538461538461538
Nestã,karmeliet,jett,39,0.8,225.0,135.0,0.77,0.23,0.15,0.18,30,36,9,6,7,18.0,14.0,1/7,15,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.8333333333333334,1.0833333333333333,-1,0.18,0.1428571428571428
Niikii2k,Asteria Gaming,"breach, omen, sage, viper",148,0.84,167.0,107.0,0.57,0.34,0.06,0.09,85,110,50,9,13,17.0,21.0,3/14,17,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.7727272727272727,1.2272727272727273,-4,0.17,0.2142857142857142
NoChill5K,MSP,"skye, viper",30,0.62,164.0,101.0,0.53,0.17,0.07,0.13,16,30,5,2,4,30.0,17.0,1/6,8,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.5333333333333333,0.7,-2,0.3,0.1666666666666666
NoahW,Machine Soldiers,breach,56,0.74,192.0,121.0,0.63,0.18,0.09,0.11,35,48,10,5,6,25.0,0.0,0/11,16,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.7291666666666666,0.9375,-1,0.25,0.0
Noemie,Prestigious Women,"killjoy, skye",32,0.45,134.0,64.0,0.44,0.03,0.06,0.25,14,30,1,2,8,27.0,0.0,0/8,8,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.4666666666666667,0.5,-6,0.27,0.0
Not Even Lit,Sissi State Punks,killjoy,36,0.84,194.0,129.0,0.61,0.08,0.03,0.11,22,30,3,1,4,29.0,10.0,1/10,15,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.7333333333333333,0.8333333333333334,-3,0.29,0.1
Nukiver,Voltex,astra,103,0.73,181.0,112.0,0.61,0.19,0.17,0.17,63,82,20,17,18,16.0,33.0,4/12,22,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.7682926829268293,1.0121951219512195,-1,0.16,0.3333333333333333
Onetep,Cunning Stunts,"jett, omen",36,0.85,216.0,134.0,0.72,0.14,0.14,0.11,26,33,5,5,4,32.0,0.0,0/11,16,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.7878787878787878,0.9393939393939394,1,0.32,0.0
Optii,Sissi State Punks,viper,36,0.63,169.0,100.0,0.58,0.17,0.14,0.17,21,34,6,5,6,25.0,50.0,1/2,11,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6176470588235294,0.7941176470588235,-1,0.25,0.5
Ostentatoire,Humanity Esport,"jett, raze, skye",93,0.77,187.0,116.0,0.62,0.22,0.15,0.14,58,72,20,14,13,13.0,13.0,1/8,20,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.8055555555555556,1.0833333333333333,1,0.13,0.125
OxGn,Totally Spies,"skye, yoru",32,0.41,108.0,70.0,0.38,0.16,0.0,0.22,12,30,5,0,7,30.0,25.0,1/4,8,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.4,0.5666666666666667,-7,0.3,0.25
PARA2k,IPL E-SPORT,sova,43,0.85,159.0,104.0,0.51,0.33,0.0,0.02,22,30,14,0,1,18.0,40.0,2/5,16,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.7333333333333333,1.2,-1,0.18,0.4
PAYRO,SICKTHICK,sage,67,0.63,107.0,72.0,0.37,0.09,0.06,0.13,25,46,6,4,9,30.0,17.0,2/12,16,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.5434782608695652,0.6739130434782609,-5,0.3,0.1666666666666666
PachiHack,Exalty,"astra, brimstone, viper",129,0.92,178.0,112.0,0.66,0.22,0.04,0.06,85,86,28,5,8,19.0,14.0,4/29,18,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.9883720930232558,1.313953488372093,-3,0.19,0.1379310344827586
PetitSkel,Edelweiss Esports,"killjoy, viper",239,1.18,219.0,136.0,0.75,0.25,0.1,0.06,180,137,59,24,15,24.0,20.0,4/20,20,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.313868613138686,1.7445255474452557,9,0.24,0.2
Piniu,ooliganz,sova,68,1.2,180.0,106.0,0.65,0.32,0.09,0.07,44,39,22,6,5,24.0,11.0,1/9,13,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,1.1282051282051282,1.6923076923076923,1,0.24,0.1111111111111111
Pitiflan,La Menace Fantôme,viper,19,0.7,185.0,97.0,0.63,0.11,0.05,0.11,12,17,2,1,2,8.0,0.0,0/1,12,Champions Tour Europe Stage 3: Challengers 1,All Stages,All Match Types,,,,0.7058823529411765,0.8235294117647058,-1,0.08,0.0
